datetime,acc_x,acc_y,acc_z,linacc_x,linacc_y,linacc_z,gyr_x,gyr_y,gyr_z,mag_x,mag_y,mag_z,score
2025-01-01 00:00:00.000,0.4148373413,-0.6148713684,9.750174407666668,0.0470881758433333,0.1256082786666666,0.0044783824683333,-0.0161573334263333,0.0590803350033333,0.0042145717886666,20.723927816666667,4.813886006666666,-42.60589599666667,1.0
2025-01-01 00:00:00.250,0.2042502594,-0.7444768524,9.7675632475,-0.0389131135766666,0.0379285734066666,-0.0114414417733333,-0.0193303817266666,0.0625070619066666,-6.817289133333297e-05,21.425064090000003,4.958788554,-42.24515788,1.0
2025-01-01 00:00:00.500,-0.02220382689,-0.7647596741,9.511770172,0.6922621423666667,0.17708380312,-0.4548478889933333,-0.17386427335,0.9360528636666668,-0.0769247112582233,23.76701355,5.4935201010000005,-41.15555826666667,1.0
2025-01-01 00:00:00.750,-2.588043137,-1.7037570195,8.1563887025,0.7630780150500001,-0.09374387695,-0.39303287923,-0.5489616245,2.663960576,-0.72055986525,36.475753785,10.2747192385,-29.4624176,1.0
2025-01-01 00:00:01.000,-7.8791152953333325,-3.875291290333333,5.234365082,-0.5423300314,-0.2917450708333333,0.0102652743433333,-0.0710591229896666,1.817000707,-0.8090704481,43.57982889666666,20.330408733333332,-6.360850015933334,1.0
2025-01-01 00:00:01.250,-8.4488056185,-3.70157753,2.633623352,-0.7625893825333333,1.3512929014333337,-0.3543832710666666,-0.2747211803866666,0.2825986395,-0.6122899452666667,38.66574096666667,30.08483886666667,7.167195637666667,1.0
2025-01-01 00:00:01.500,-6.3812800596666674,-7.909751587,2.640858306666667,0.9655058919333334,-2.096210634033333,0.5548344481999999,-0.3915162887499999,-0.0796496172666666,-0.3618793512333333,33.25812276333333,40.77301025333333,15.609598796666663,1.0
2025-01-01 00:00:01.750,-6.720275116,-7.1042266844999995,2.59874588,-0.24807777195,0.0355507788,0.1534474571,0.38289293645,0.0679715611,-0.219597362,30.095298765,41.906894685,12.986206055,1.0
2025-01-01 00:00:02.000,-7.216992187333333,-6.1249131776666665,1.4137101748,-0.8401905099666668,0.996372369,-1.2849552655333334,-0.2922066698333333,-0.24768488574,0.1963548623033333,29.676839193333336,41.8598938,8.449839272666667,1.0
2025-01-01 00:00:02.250,-5.3792887115,-8.2174617,3.706143036,1.0056205199666666,-1.3192571764333334,1.2058051615333334,0.1193270236,0.1013030496733333,-0.0079227413,32.929890949999994,42.26716105,13.24828084,1.0
2025-01-01 00:00:02.500,-7.594507141,-5.708179779000001,1.863724365,-0.8487069796666667,0.8354942215,-1.2222213658,0.0833072783146666,-0.5254241575666666,0.1838215043166666,32.090906780000005,41.80718231,5.297902425,1.0
2025-01-01 00:00:02.750,-5.5088442995,-7.26446846,4.1796833035,0.8890720635,-0.96823225405,0.60357035725,-0.09878814034,-0.3915889859,0.13414785641,36.355361939999995,41.387901305,4.0550994875,1.0
2025-01-01 00:00:03.000,-6.458020477000001,-6.100464019666667,4.447002410666666,0.0265972298333333,-0.3248781233866666,-0.2614754972,0.3114959498333333,-0.5524464646999999,0.2172900537666666,37.96828715,37.82473246333333,-1.9895528156666664,1.0
2025-01-01 00:00:03.250,-6.1633582305,-5.581892395000001,6.798038406,-1.5009712923333334,-0.3461210578633333,-0.4589491259666666,0.00997232771,-2.3174700736666667,1.0852674443,38.46148172666667,29.971997580000004,-16.70100911533333,1.0
2025-01-01 00:00:03.500,0.4976651000666667,-3.207729492,7.801676330666666,1.182159679666667,1.0381861980333331,-1.0938961295666667,-0.12961353981,-1.7618945636333334,0.3711177905,23.350163776666665,18.517718,-41.32798258333333,1.0
2025-01-01 00:00:03.750,3.295172653,-3.3482373045,8.895701295,1.1497681755666669,0.7889851756666667,0.0892045371666666,0.0971589113333333,-0.3774289687666667,-0.3607276279666666,15.934951783333332,17.20363617,-45.72532145,1.0
2025-01-01 00:00:04.000,2.7165010069099993,-3.8784347533333334,9.19248413,-1.1956785635,-0.673740892,0.65580470415,0.3310115337,-0.8385128081,0.51854723695,16.791114805,17.275188444999998,-45.42454529,1.0
