datetime,acc_x,acc_y,acc_z,linacc_x,linacc_y,linacc_z,gyr_x,gyr_y,gyr_z,mag_x,mag_y,mag_z,labelOne,labelTwo,labelThree,labelFour,labelFive
2025-01-01 00:00:00.000,0.4148373413,-0.6148713684,9.750174407666668,0.04708817584333333,0.12560827866666666,0.004478382468333336,-0.016157333426333333,0.05908033500333334,0.004214571788666666,20.723927816666667,4.813886006666666,-42.60589599666667,1,0,0,0,0
2025-01-01 00:00:00.250,0.2042502594,-0.7444768524,9.7675632475,-0.038913113576666665,0.037928573406666666,-0.011441441773333333,-0.019330381726666665,0.06250706190666667,-6.817289133333297e-05,21.425064090000003,4.958788554,-42.24515788,1,0,0,0,0
2025-01-01 00:00:00.500,-0.02220382689,-0.7647596741,9.511770172,0.6922621423666667,0.17708380312000002,-0.45484788899333334,-0.17386427335,0.9360528636666667,-0.07692471125822332,23.76701355,5.4935201010000005,-41.15555826666667,1,0,0,0,0
2025-01-01 00:00:00.750,-2.588043137,-1.7037570195,8.1563887025,0.7630780150500001,-0.09374387695,-0.39303287923,-0.5489616245,2.663960576,-0.72055986525,36.475753785,10.274719238500001,-29.462417600000002,1,0,0,0,0
2025-01-01 00:00:01.000,-7.8791152953333325,-3.875291290333333,5.234365082,-0.5423300314,-0.29174507083333334,0.010265274343333334,-0.07105912298966667,1.817000707,-0.8090704481,43.57982889666666,20.330408733333332,-6.360850015933334,1,0,0,0,0
2025-01-01 00:00:01.250,-8.4488056185,-3.70157753,2.633623352,-0.7625893825333333,1.3512929014333335,-0.3543832710666666,-0.27472118038666665,0.2825986395,-0.6122899452666667,38.66574096666667,30.08483886666667,7.167195637666667,1,0,0,0,0
2025-01-01 00:00:01.500,-6.3812800596666674,-7.909751587,2.640858306666667,0.9655058919333334,-2.096210634033333,0.5548344481999999,-0.39151628874999994,-0.07964961726666668,-0.36187935123333337,33.25812276333333,40.77301025333333,15.609598796666665,1,0,0,0,0
2025-01-01 00:00:01.750,-6.720275116,-7.1042266844999995,2.59874588,-0.24807777195,0.035550778800000016,0.15344745710000002,0.38289293645,0.0679715611,-0.219597362,30.095298765,41.906894685,12.986206055,1,0,0,0,0
2025-01-01 00:00:02.000,-7.216992187333333,-6.1249131776666665,1.4137101748,-0.8401905099666668,0.996372369,-1.2849552655333334,-0.2922066698333333,-0.24768488574000003,0.19635486230333332,29.676839193333336,41.8598938,8.449839272666667,1,0,0,0,0
2025-01-01 00:00:02.250,-5.3792887115,-8.2174617,3.7061430360000003,1.0056205199666666,-1.3192571764333334,1.2058051615333334,0.11932702360000003,0.10130304967333333,-0.007922741300000008,32.929890949999994,42.26716105,13.24828084,1,0,0,0,0
2025-01-01 00:00:02.500,-7.594507141,-5.708179779000001,1.8637243650000002,-0.8487069796666667,0.8354942215,-1.2222213658,0.08330727831466668,-0.5254241575666666,0.18382150431666666,32.090906780000005,41.80718231,5.297902425,1,0,0,0,0
2025-01-01 00:00:02.750,-5.5088442995,-7.26446846,4.1796833035,0.8890720635,-0.9682322540499999,0.60357035725,-0.09878814034,-0.3915889859,0.13414785641000002,36.355361939999995,41.387901305,4.0550994875,1,0,0,0,0
2025-01-01 00:00:03.000,-6.458020477000001,-6.100464019666667,4.447002410666666,0.026597229833333336,-0.32487812338666666,-0.2614754972,0.31149594983333334,-0.5524464646999999,0.21729005376666666,37.96828715,37.82473246333333,-1.9895528156666664,1,0,0,0,0
2025-01-01 00:00:03.250,-6.1633582305,-5.581892395000001,6.798038406,-1.5009712923333334,-0.34612105786333336,-0.45894912596666665,0.009972327710000001,-2.3174700736666667,1.0852674443,38.46148172666667,29.971997580000004,-16.70100911533333,1,0,0,0,0
2025-01-01 00:00:03.500,0.4976651000666667,-3.207729492,7.801676330666666,1.1821596796666667,1.0381861980333333,-1.0938961295666667,-0.12961353981,-1.7618945636333334,0.3711177905,23.350163776666665,18.517718,-41.32798258333333,1,0,0,0,0
2025-01-01 00:00:03.750,3.295172653,-3.3482373045,8.895701295,1.1497681755666667,0.7889851756666667,0.08920453716666664,0.09715891133333333,-0.3774289687666667,-0.36072762796666663,15.934951783333332,17.20363617,-45.72532145,1,0,0,0,0
2025-01-01 00:00:04.000,2.7165010069099993,-3.8784347533333334,9.192484129999999,-1.1956785635,-0.673740892,0.65580470415,0.3310115337,-0.8385128081,0.51854723695,16.791114805,17.275188444999998,-45.42454529,1,0,0,0,0
2025-01-01 00:00:04.250,-1.3727952574000002,-4.5405828095,9.574464798000001,-1.6364548356666668,-0.9645296019666666,-0.3197364716666667,0.021156867366666665,0.5752302012333333,0.16831967253333335,15.95402527,16.421707153333333,-45.680328370000005,1,0,0,0,0
2025-01-01 00:00:04.500,2.4748535146666666,-3.339455566233333,9.074379729333332,-0.3055570225333332,-0.615414867,-0.4149141348146667,0.037998383236666676,0.23092893733333333,0.04748937882666667,16.482391359999998,15.634038286666668,-45.67128499333333,1,0,0,0,0
